ID,ratings,reviews
490072,1,this game wouldn't install
224813,1,"Ah, Christ.  I wish ""Alice in Wonderland"" had never entered public domain.  I'm so stick of these bloody, steampunk versions.  You've seen one, you've seen them all.

And this one is no different: the same predictable look that you've seen done a hundred times so far.

. . . which leaves the gameplay, which isn't compelling.

Here's a example of what I mean:  I played about halfway through this game and then had to leave on vacation.  In other words, I was interrupted mid-way.

When I came back, I was surprised to find it in my PS console.  I had totally forgotten I had been playing it.

That shouldn't happen with a video game.  A good game should compel you -- even haunt you -- while you're on vacation.

This one is really just a bunch of annoying timed and jumping puzzles.  It's like the creators had no other ideas than to do what we've all seen a jillion times before and we're all sick of.

Worse, the game makes you pay for all these weapons and then has it so they don't affect most monsters.

The creator of this game, American McGee, is a drooling idiot who needs to be restrained . . . and then flogged."
308183,1,no like my orden is from ps4 your pakeng is for Xbox 360 so no good itin
251915,1,"I tried very hard to play the game but the settings just had my mouse all over creation with simple micro-movements and I wasn't been able to alter it.  It was just way too spastic.  Loaded it, tried it and unloaded it within an hour.  Off to GOODWILL with this game."
56202,1,"Rarely am I compelled to stop what I am doing and write a review about a product. However, this product is such garbage, that I felt that need. In fact, it should receive no stars.

First, the game can only be used with certain video cards, which is something I did not learn until after I received the product. Specifically, it can only be used with a GeForce 1/2/3/4/FX or an ATI 7500-9000 series graphics processor. Now keep in nind, I meet those specs anway.

Second, you need the 1st CD (of 3) to play the game. Although not normally a problem, if you have an ultraportable or tablet PC, forget about this product.

Third, the installation is over 540mb minimum install. Thats if you do not install anything but just the pure game files.

After installing, I rebooted my Dell 8300 (2gb Ram P4 3.0, 400gb hard drive, ATI Graphics card with 256mb RAM on board). I started the program, and it locked up my computer. Tried again, no luck. Rebooted and tried opening the program, it finally opened. However, all the graphics were off.

Long story short, this game should be taken off the market and the development team put out on the street.

ALL I WANT TO DO IS PLAY CHESS!!!!!! DO NOT BUY! SAVE YOURSELF THE AGGRAVATION!"
436719,1,was advertized as a PS3 controller. Make sure to be careful.
193037,1,"I don't find this game to be very fun. To be honest it seems boring. That is one. I played through almost 4 seasons. Besides it constantly crashes. First it crashed once-twice in a while. I finished a few seasons. Now two. It crashes either after entering the season and choosing the car, or on the race. It constantly restarts my computer. Now that I can not even continue to play it anymore, I delete it."
483102,1,"Called after order to tell me no case or manual included. Recognized sellers voice, because his third time doing it. All times item is on Amazon for one penny more with 2 photos. Strange as heck. Even stranger, seller called while I was watching Ironfist on Netflix and Ironfist is in the game. Humm! Amazon got a double purchase due this before. Not this time.
... .  and I was thinking about getting Amazon Prime. Hummm  Too coincidental IMO."
436363,1,A huge disappointment. The case smells and feels awful. Can't recommend it at all.
475361,1,Plugged the car charger into my new Prius... next thing I know my iPhone is overheating and dead... killed my smart phone. Not sure if it's Apple and their bulls*** proprietary chargers or the quality of this product... either way I'm out hundreds of dollars by going this cheap route.
218110,1,Tried the game on 2 different DSi systems.  Game kept locking up at same spot where you try and give a item you designed to someone (game character) who requested it so you can earn money.  Game would cause the DSi to lock up to a white screen.  Tried a second DSi to verify it was the game and did it again on a different DSi. Not a good Christmas gift for my daughter as a result.  Could have just been a bad game cart but searching on Google appears others have had the same issue.
177018,1,"Spore is a ""game"" that needs a lot more than this collection cute and creepy parts to make it worthwhile.  I was hoping the first expansion or update to spore would provide some more in-depth gameplay. I thought EA should release something to make the game worth its original price.  Instead this ""expansion"" only provides more parts to use. Spore doesn't need more parts, it needs compelling gameplay. Spore itself was a waste of money and so is this overpriced expansion."
92051,1,"bought for knight of the old republic, jedi outcast, and empire at war.  I have a fairly new 64 bit machine, win 7 ultimate, 8 gigs of ram, newish nvida card, quad core 2.54 ghz processor, and plenty of hard drive room and the only program that works (of the three i tried) was jedi knight II: Outcast.  Knight of the old republic continuously crashes under different settings and compatibility modes.  I can't even get empire at war to install after dozens of different tries.  I think I will return, I'm very sad, this is why PC gaming is such a pain."
326415,1,"Head set is comfortable and durable, but I can't use it due to volume issues. Pretty common complaint is that these are simply too loud with no real solution offered from Corsair. I didn't RMA them immediately and missed my warranty windows so I guess I have a junk pair of headsets. Not the first set of garbage gaming headsets, won't be the last."
207553,1,"Don't waste your money on this game.  It was badly put together and the graphics are awful.  I stopped playing it.
&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Princess-Isabella-A-Witch-s-Curse/dp/B002USXIGS/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Princess Isabella: A Witch's Curse</a>"
209680,1,"this thing heats up your ps3 even more, horrible. im going to return this as soon as possible its useless"
440464,1,"trash. buggy as all hell. still no create a finisher, no story mode or anything. why am i playing this crap? 2k does basketball and NOTHING else. they ruined baseball. ruined hockey. lost football 10 years ago and now they ruined wrestling. stay away from these clowns. they are selling unfinished games to us to be their beta testers. lazy pathetic jack holes. i hate you BTW. not 2k, the person reading this. i hate you. yes, you. piss off."
264715,1,Piece of crap!
411295,1,worst game ever
468948,1,FFirst off fighters are my favs this game is trash epic fail as bad as yu hakusho on ps2 don't be fooled i love bleach but to like this game would just be on the basis that i love bleach luckily i rented 2 for one so ill be not playing this and trying yakuza dead souls
204019,1,"This game did not live up to the hype or my expectations. Did not find the game fun to play at all. No sense of directions or clear orders as to where to go, or the objective of the game. My brother loves these types of games so I thought I would get his opinion of it and after an hour of playing he felt the same way and didn't care to play the game any more, even though he had been wanting to play it for some time. Really wish I had not bought this game."
61180,1,look at the title i know that ds came out before psp but think about it IT IS GAY MAKING A PDA A GAMING SYSTEM i mean creative idea i have a ds and i hate it i don't knw why i bought it i mean sure in the future better games are gonna come out o yea and for those kids eviews maybe your saying a ds is more durable than psp BECAUSE YOU CANT HANDLE a psp your gonna break it psp is way better nintendo is cool and all but psp just kicked ds's ass in this contest.
410006,1,this is badly developed for ps3 and then badly ported to ps4.  the story is pretty bad too.
436505,1,a broken mess still in the alpha stage DO NOT PAY TO TEST A BROKEN GAME FOR THEM
351558,1,"No spoilers ahead.
When I first started playing my Collectors Edition TPP, I was having lots of fun. Four star worthy at best, because while it was fun, the storytelling was a lot less solid than any previous Metal Gear, and the gameplay was so different that it felt alien to MGS.
About 60 hours in is when I started to really dislike this game. The graphics were all well and good, and while the game was getting pretty redundant for all the features it contained, plot flaws kept popping up like breeding rabbits. The continuity line of Metal Gear Solid started to break.
81 hours in, I finished a special mission with Quiet, and that mission bred more plot flaws. The game became a real grind to achieve the ""True"" ending.
91 hours in, finally achieve the true ending. And let me just say, as a huge fan of this series, with every MG and MGS game owned as well as patches, shirts, and a little Solid Snake Clayboy, it was a real kick in the pants. I am certaintly not the only fan of this series who was hurt by this ending. Kojima retconned the entire series, and the only untainted characters are Solid Snake and Otacon. I felt very downtrodden, and tempted to throw my stupid Collectors Edition cardboard ""leather"" box out into the night.
I feel cheated, and ripped off, and I feel like my favorite game series has just died within me.
Buy this if you're looking for cheap thrills and many hours of gameplay. Don't if you're looking to have your thirst for Metal Gear Solid quenched."
468817,1,"the AUX port dose not work at all. The audio is switched, so Left and Right are wrong. I've been testing this for a couple of months. not worth the price if it cant function correctly."
386571,1,"Trust the reviews. If you buy this the game is incomplete. They released an incomplete game. Period. End of story. Remember that ""awesome"" game SF X Tekken? Yea? This is worse.
No arcade mode, no trials, online doesn't work, no challenged mode, no multiplayer lobbies, no spectating, no CPU vs CPU, no 1p vs CPU, no gallery, the list goes on and on."
110488,1,Ugly as sin - cheap plastic.
41706,1,"this is obviously fake. For one thing, it says ""GamGameGame"" not ""GameboyAdvance"". It's also missing the nintendo logo. Please save yourself from buying this. I will say though, whoever is selling this got the fonts right, something apparently very hard to do"
354747,1,call of money recycled warfare e multiplayer experience is so terrible if you want to play a game that is hacked base and if you like to rage be my guest buy this game I'm just giving you a heads up how badly this game is I highly recommend not to buy this game the company just don't deliver
198175,1,"The graphics are good, the levels are 99% bottomless pits with rotating blocks or flying turtles to jump on which gets tired very quickly.  The save feature sucks and sometimes you will beat endless pit levels get tons of stars for star world only to find that it didn't save and you have to start over.  It only saves if you beat an entire world or you manually do it which is total bs.  The multiplayer is the worst I have ever seen in any game ever.  It's a total mess, virtually unplayable with more than two players and even then it's super frustrating because players can cut each others jumps short when jumping at the same time, jump on other players heads driving them into pits, pushing each other off ledges, hit each other with items, kill the other players if you run ahead of them even slightly, die if the other players run ahead or are too far behind you, glitch kill the other players if anyone dies as it freezes all other players for a second if one dies.  If you freeze glitch near an enemy it's game over or if in mid jump it glitch drops you straight down.....hence killing you instantly as 99% of the levels with exception of level 1 world 1 are pits.  The multiplayer in this game is ""trip over the other players feet"" style which I hate just like Battletoads on NES.  For a simple Mario game the controls are mangled, unresponsive and sometimes have a damn mind of their own.  The layout is simple but the response time from the game doesn't match the buttons your pushing most of the time and you end up dead. I have still yet to figure out if the game was made this way or not.  The sliding around, the delayed or no jump sometimes when you hit jump while running and terrible hit detection combined with the 99% pit levels is maddening at times.  I fail to see how this game is for kids, if more than one is playing this at the same time they will probally choke eachother...even single player is to difficult for kids with all the precision pit jumping required.  The cut scenes could have been so much better and actually have effort put into them rather then having the same exact scene 12 times when you beat castles.  I have beaten the game from start to finish worlds 1-9 three times over and overall it was a frustrating as hell experience due to the games horrid controls, mangled hit detection, tired endless pit levels and savagely crippled multiplayer.  The lack of innovation here also took away from this game as it is a carbon copy of New Super Mario Bros DS.

Update:  They just re-released this game with a new Racoon power up on the Wii U.  The game is titled ""New"" Super Mario Bros U, if they are going to keep doing re-hashes they should just call it ""New"" Super Mario Bros Recycled, it's a far more honest and fitting title if they are charging 60+ dollars for this game everytime they release it over and over again."
163220,1,"While making creatures is fun, what you can do with your creature is quite limited. This is nothing more than a small demo of the game. I don't recommend people paying for this and I am kind of upset it is being sold in the first place.

Download and try the free trial version off the official game site. It is stripped down so you have limited body parts and what not, but is essentially the same, and if you only spend 15 minutes messing around and feel like you've had enough you won't have wasted ten bucks."
280205,1,"The worst console ever, the virtual boy was better than this crap. Its sad to see nintendo fail this generation. But we all have to grow up sometimes.

Hello PS4 ;D"
260053,1,Did not work for me.  It may work for you but the one I got was a dud.  I did not have a good experience.
463966,1,Did not work.
67032,1,"Its not worth this price.. 98 dollars.. really.. you can by it probably for 5 bucks used at gamestop, i really hate when people try to over price things just because they are old.. THERE ISNT A HUGE MARKET FOR VIDEO GAMES! its called gamestop the sell ps2.. and up games...for wayy cheap."
277711,1,"What can I say, but in my opinion these headsets are crap.

I really had high hopes for this wireless device. Most of my pro-gamers I watch stream promote the A40 so I figured I'd give these wireless versions a shot. My first Astro Gaming product. I game on PC, xbox & Playstation so this model seemed like the most versatile version.

1st shipment from amazon came quick and setup was somewhat of a breeze. there is noticeable delay and lag when the receiver turns off to when the headset recognizes it. also when you unplug the charging for the headset there is great delay before the status light recognizes this. that's really no biggie but annoying when dealing with a wireless device with no cues other than that status light.

Either way, 4 days later I have absolutely NO sound when connecting on one of my consoles. I troubleshot for some time. connecting, disconnecting, messing with the volume, with the console settings, with the side earpiece volume setting. NOTHING. Finally after close to an hour i realized that the side earpiece area that allows you to lower the volume of voice or increase the volume of game is not working as expected. setting the earpiece to more game volume was actually MUTING the sound and the reverse was true. that function had reversed

Contacted support and after a few days they admit this is not normal and have no clue how to fix. Returned to Amazon (with no problems of course. Thank you amazon!)

2nd shipment got here yesterday from Amazon and again setup and updated firmware with no problems. When all of a sudden SOUND is lost, this time on my 2nd console. Tried on my other console SAME THING! But this time it has nothing to do with the sir earpiece voice/game volume. Now the red light stays solid on the headset. Even after you've turned off the receiver. I've even disconnected the receiver and held down the power button on the headset for 10, 15 minutes but NOTHING would turn it off. It's behaving like it has a hard error. I had to let the battery die down before charging it up and trying again. Happened AGAIN today. I'm typing this starring at a solid red light on the headset. A NON functional headset that is. I tried connecting it to my PC to see if I could re-firmware it and hard reset it but the PC can't recognize it. As long as a solid red light is on it will do absolutely nothing like it's in a hard error state.

I contact support but just realized now; do I really have to go through this on a $300 product that is NEW??? I don't think so.

After trying 2 copies of this product I believe I'm done with this. In my opinion & short experience the hardware on these headsets are not good at all!!"
293147,1,"I'm a very casual gamer, and bought Watch Dogs well after it had come out.  Based on what I read about the gameplay and the concept, I thought I'd love it.  Instead, I hated it so much I barely got through the first two hours of it.  I turned it off, ejected the disc, and traded it in.
The graphics are pretty shoddy in this day and age.  Hacking seems cool at first, but really all it consists of is pressing a button.  You can hack almost anything in the game, which quickly devolves into an odd sort of information overload, with the hackable device indicator popping up with every person walking by.  The driving mechanics are absolutely terrible, and it makes controlling vehicles an annoying chore.  On top of all that, the protagonist just isn't likable and is a very flat character.  I didn't read up on the ending, and I don't know how the story plays out in the game, but you quickly learn that the guy is mad because he hacked someone's bank account and that guy sent some baddies after him in return, killing his niece in the process.  Well, you started it bro."
186664,1,"Package states nothing about a constant internet connection. Product is defective not due to the hard work of the developers, but the DRM requirements. Since you cannot return open software packages, I think a lawsuit is in order........again, and this is not an empty threat, I know just who to call."
396058,1,"After rating this keyboard  5 stars initially I've amended it to one star star. After 8 weeks of daily use, the keyboard died: no backlights, no typing, nothing. I don't want an explanation as to why. I will buy another keyboard from a comparable competitor. ."
334132,1,"Too big, and they fall off!  Removed them after 30 mins of trying them out."
185443,1,"I wanted to like Need for Speed: Shift, I really did.  As with other games I've recently purchased, my Thrustmaster Ferrari 5-in-1 was not recognized after the game was loaded on a Lenovo Pentium dual core computer with a 3.something processor.  The test car that was going to measure my skills sat on the side of the track in the grass with a running motor.  I then went back to the Main Menu options, chose edit for each control box, and steered the wheel, pressed the pedals, and pressed the buttons of the Thrustmaster to have the settings necessary to operate my wheel recognized.  Returning to the race screen, I was now looking forward to the test lap.  Well, the car was on the track, but it wouldn't stay there--unsafe at any speed!  I then returned to the Main Menu and chose ""adjust options.""  I saw that the steering sensitivity had been set to 25% and switched that to 100%.  Returning to the game screen, I was now able to stay on the track at about five miles an hour on a zig-zag course.  After again returning to adjust options and trying a couple more steering changes with no apparent result, I packed the Need for Speed: Shift, or an alternative title might be Need for Big Improvement in the Software: Hassle! back in the Amazon box.  How do I know it was the software?  Because, the wheel works great with the other game I bought called GTR Evolution.  My suggestion would be for the Electronic Arts company to get together with the Simbin company.  It gets on the nerves, after awhile, to listen to the extensive narrative regarding the approaching great opportunity.  They even repeat the same exact verbage twice in case the buyer missed it the first time. And, you have to listen to it all each time a change is made in the options. In summary, not a lot of fun playing the game or standing in line at the Post Office to return it!"
102846,1,"I did nothing when it tried to intensify or perpetuate interventionism. But its latest ventures are the straw that breaks the camel's back. Before I launch into my rant, permit me the prelude caveat that its loyalists are tools. Like a hammer or an axe, they are not inherently evil or destructive. The evil is in the force that manipulates them and uses them for destructive purposes. That evil is Microsoft, who wants nothing less than to confiscate other people's rightful earnings. Let me quote to you from the words of my attorney: ""Microsoft truly needs to stop living in a fool's paradise."" I like to think I'm a reasonable person, but you just can't reason with hideous psychics. It's been tried. They don't understand, they can't understand, they don't want to understand, and they will die without understanding why all we want is for them not to spam the Internet with unsolicited testy e-mail. Microsoft is obviously trying to win support by encapsulating frustrations and directing them toward unpopular scapegoats, and unless we act now, it'll undeniably succeed. Microsoft is not above the law. And that's all I have to say."
416345,1,"Started off good in the beginning story amazing but the gameplay is dull like I said once you get pass the introduction and first few. Missions this game. Turn into literally go here kill this guy all the way through the game and the worst part is
  It's most of the time the same exact guy you killed before so it's extremely repetitive. Now as a fan of mafia 2 I say mafia 3 stepped it up with the story but stepped it down with the gameplay."
230167,1,"After a long wait and excitement for this game, I wasn't really pleased, I do have to agree with Rick about this game. I played it through the first story and didn't want to do it again because I was bored. The one thing I didn't like was the fact that you had to use the nunchuck to steer your wagon, can't see why it couldn't automattically go on it's own. I have a version on my cell phone of this game and I enjoy that one way better.
The graphics were ok as I didn't mind them. But I can't see myself pulling this game out and playing again..
Such a shame because I was so excited."
169211,1,"very disappointed, I installed it and basically got nowhere with it."
439708,1,"I was disappointed with the online always but they do give a very sparse option for offline mode. Graphics are good but no better than Project Cars and definitely inferior to Forza. Absent weather effects.

I was happy to hear they were releasing a patch to play the campaign offline. I down loaded the patch tonight only to fine out that you still have to be online to save. They also said they were allowing livery access in offline mode but you are only allowed to customize one car??

GT go away. You have been replaced by far superior options."
114330,1,Won't work on my windows 10
334777,1,"Pros: None.

Cons:

1. Only 6 classes and all of them are boring accept The Wizard

2. Horrible PVP

3. Not first person like Call of Duty for an example

4. every map look depressing and hell like

5. Quests are boring

6.  Way to easy to level up

7. Cheaper on last gen

8. Combat works great except that it is boring,

9. The Crusader class is generic of  a Paladin from Maplestory

10. Lag"
256529,1,"I bought this mouse when I started playing WoW again and decided not to skimp on the mouse. This mouse is total garbage. It never tracked well, doesn't work with half the mouse pads out there, and my right click stopped working entirely right after I bought it."
191156,1,"This item has always been a problem. While it is a nice feature that you can charge the remote through the glove, the bigger problem is how small the amount of space you have to charge on is. What I mean by this is there is an outline on the charger where your remote has to be exactly on. if it is NOT on that spot it will not charge and give you an error. So if you don't have great light this is a serious problem. Also many times when you put 2 remotes on the charger it flips out the other side of the charger and causes problems. So you spend more time trying to get them both charging then you do playing the wii.

I am shocked how poorly this product was made. I am a pro gamer and honestly would never suggest this product to anyone. I am already looking for a replacement for this type of product and will tell everyone I know who is buying this type of item to avoid at all cost.

Also the battery life even fully charged on these is not that great. You may get a couple of hours at best even out of a brand new battery."
387536,1,"Believe the reviews that state that one of the ear pieces will fail after limited use. My son told me yesterday that the right ear piece no longer works - after only about two weeks use.

We are currently contacting Sentey for a warranty replacement - I will update this review to convey how that went.

Shame on Sentey for producing such a flawed product.  And shame on Amazon for allowing Sentey to pull the product, and stop selling it. Amazon should back the buyer and hold Sentey accountable. If Amazon is going to provide this elaborate review system, then it has to work both ways and benefit the buyer too, as well as selling more product.

What an absolute horrific product.... I hope Sentey makes it right for all these ripped off consumers."
376619,1,"The wrist rest is physically attached to the keyboard, and the G keys add too much clearance to the keyboard. The key caps really suck for typing, and even gaming, my fingers slip off them and hit two keys at once, because they're too tall. If you plan to do any typing at all, get the G810."
358873,1,"Game is sooo bad DO NOT BUY! The cops and robbers theme is terrible, the guns are terrible and overall the game sucks. The only good gamemode is hotwire but if you try to kill people that are in a car u get hitmarkers on the car cause their hitbox is so small. The best sniper in the game is the first one but if you shoot someone in the neck you get hitmarker. Be warned do not buy!"
427066,1,"There was an awful supply of these, mostly picked up by scalpers. Nintendo needs to get their act together on supply so people can enjoy their products."
461129,1,"Game is  terrible. You have to follow guides around. You can't choose your own weapons, and the game shouldn't have been made."
67772,1,"I bought this on its release date earlier this week-and I've already sold it.  Yes, it gives you a decent number of games on one disc.  But I quickly discovered that's not much of a value if none of the games are very fun.

Many of the games have emulation issues-the most common being flaky control and a distorted aspect ratio (many of the games get stretched to fill more of the PSP's wide screen).  But the real problem is just that these games haven't held up well.  I got some enjoyment out of Rampage 15, 20 years ago, but it's incredibly repetitive by today's standards.  You've seen everything there is to see within the first minute or two.  The same is true of most of these games.  Even Gauntlet seems boring 20 years later-I'd rather play the more recent update to the series-or better still something like Diablo and its clones.

The Mortal Kombat games at least LOOK pretty good, but lack any kind of extras you'd normally associate with a home game.  They don't even include move lists.  (And that's aside from the fact they didn't play as well as the Street Fighter games to begin with, and the passage of time has only made them feel staler.)

If you're a huge fan of these games already, and don't mind some emulation issues, you'll probably enjoy this disc.  For most people though I'd recommend skipping this and picking up a modern game, or waiting for Capcom's Collection for the PSP."
463800,1,"Oh how I wish I could rate this game higher. The atmosphere is incredibly good. Unfortunately, that is the only thing good about it. Otherwise, it's a trial and error, save, load, save, load, loop of aggravation. Wrong door, load, try again. Not fast enough, load, try again. Which of the three paths ahead leads to success? Guess until you get it right and then move on. This is my pet peeve with all video games. When they rely on giving you unlimited continues and turn it into a guessing game, that is less about skill and more about luck, it completely drains engagement from the experience, leaving you with no depth, no suspension of disbelief, and certainly no suspense. You go from tension to repetition and repetition kills tension. You get the feeling that you've done this before, because you just have, a dozen times over to finally move on. You're just struggling to give it the one and only solution, in the one and only way that it will accept as correct to get to the next cut scene. There is enough of jumping through hoops in real life without having to turn a video game into work. It takes a lot of hard work to make a game that is open-ended, the more it is, the more it tends toward buggy behavior (I encountered no bugs in the few hours I played the game), but a lot of hard work is supposed to be what we're buying, instead of cut corners. There is a ton of potential here, but it falls hopelessly short.
The healing system is unrealistic, yet had some potential, due to its depth.
You try to take your time and enjoy it and instead of excitement, you end up with grating, mind-numbing, boredom.
Lovecraft's work deserves much better than this weak attempt at entertainment.
Again, A+ for atmosphere (The dreary environments, dark situations, and great audio to match).
Straight F's for everything else."
157250,1,"Did not work with my Wii. Spent an hour trying to set it up and it just kept beeping ""testing connection"" with no result. I couldn't even get it to reboot without unplugging. Nintendo makes it hard to set up internet for LAN users. I opened up all the ports on my router and it still didn't work.

I guess I won't be playing online or buying from their Wii store. Too bad for you Nintendo"
116313,1,"Stutters, does not work smoothly at all. Takes forever to load."
357445,1,scan
222013,1,"I got this game for my birthday and took it back.  I play tennis and love playing tennis.  I would play everyday weather permitting.  This game was suppose to be better than the last one because the technology is available to one to use the Wii remote like a tennis racket.  Instead of doing what they should have done for some reason the game developers decided that we tennis players want to go back to playing tennis from our couches, pushing endless buttons to play tennis.  Shame on you.  I thought you had learned better by now.  I am over 50 years old and like to play active games and I know a lot of people my age who paid good money for our Wii so that we could play active games.  What were you thinking.  So here is my suggestion to game developers:  Get out of your chair and play tennis then develop a tennis game for the rest of us."
180250,1,"The title of this post should pretty much say it all:  This is a BAD GAME.  Many reviewers are noticing the rampant glitches in this year's version--many more than were in MLB 2K8, which wasn't all that smoothly done in the first place--and what they are reporting is accurate if, perhaps, understated.  In terms of its programming, this game is a disaster.  And the baseball action (fielding mechanics, pitching, etc) make it seem like there probably isn't a single actual baseball fan employed in the 2K studios.  Had a chance to check out The Show 09 on my buddies PS3, far--far--better.

So my solution is simple--don't buy this game.  If you did buy it, return it to the store immediately.  It'll be disappointing not having a new baseball game this year, but maybe if everyone leaves this dog on the shelf either MLB properties will reconsider and send the license back to EA, or 2K will fire their entire design team and start over.  At this point, either solution would likely result in a major improvement.

EDIT

I've talked this over with a number of friends, and we all agree--the enforced yearly output for sports video game franchises is killing the quality of the games.  There is, literally, no time for major innovation, good quality control, etc.  We've all agreed the following solution would work and hope you agree:  Put out a new title once every two or even three years--offering downloadable ($) roster and rating updates for each new season between generations of the game.  Giving these studios more time to focus on quality and innovation would probably lead to increased game sales.  I did not purchase MLB 2K9 this year, choosing to rent it first instead since I was disappointed with the last two or three iterations of the franchise .  And, needless to say, won't be buying it.  I will be doing the same thing with Madden as well.  Use the power of your pocketbook, rent these games for a few days before u purchase them.  It will save u both money and time, and maybe the sports game companies will wake up and smell the new century."
254560,1,"UPDATE 08/24/13:
After months of letting this sit, I decided to try again. I downloaded all the drivers and firmware, but nothing. When I plug it in, my computer notifies me that a device has been entered in one of the USB ports, but the Recon3D doesn't light up. I doubt it's the Tactic Link card in it.
I downloaded Creative's updater, and it recognizes the device when it's plugged in, but the update constantly fails. It's a shame because I loved it when it worked. Now it's a paperweight.

Also, I never heard back from Creative after my last email earlier this year.

UPDATE 04/21/13:
DEAD!
My Recon3D is dead. Or, at least, it won't turn on when connected to either my Mac or Windows computers. It's strange, because my computer will recognize when it's plugged in as any sound will try and shoot to the device, but since the actual Recon3D itself won't light up (ie, turn on), it can't connect to my Omega headphones, thus defeating the purpose.
I've emailed Creative to see what the issue could be.

UPDATE 12/13/11:
I've kept the original review below. It turns out I was missing the card, but Creative was gracious enough to send it to me so I can experience the full sound explosion in its glory. As a company, they rock. Their products are amazing, albeit overpriced.

Pairing the Omega headphones with their Recon3D was easy with the TacticLink (though I did have trouble at first), and the sounds is fantastic. I tested Star Wars on Blu-ray, and, sure enough, there was a huge difference from just using the Recon3D with $20 Sennheisers. Not only do the headphones make a difference, but the Recon3D does a magnificent job of imitating true THX sound. Having the Recon3D, it eliminates the cords from the Omega connecting to the TV and PS3. You only need to connect the Recon3D via USB to the PS3 and the optical cable (included) from the PS3 to the TV, and that's it. The Omega headphones sit comfortably on their rest, no other cords, pucks, plugs necessary.

It's fantastic for console gaming, but at $300 for both, it's too pricey, considering that you can find some with slightly less sound quality for under $100. While it's multi-platform (though I've only used it with the PS3 and Macbook Pro), the price can detract some, but the sound quality makes it worth it.

----------

Shouldn't it be the opposite? I have Creative's Tactic 3D Omega headphones, and got the Recon 3D to pair with it. It should be easier, shouldn't it? With their own products?
Unfortunately, that isn't the case.

While I have praised the Recon3D, that's only because I'm using them with my $20 Sennheisers. That's where the two stars come. It gets docked enormously for the fact that Creative leaves out the TacticLink, a piece that is REQUIRED to pair their own headphones wirelessly. Unfortunately, the two items separately do not come with the TacticLink, but the bundle does--? If you buy the bundle, you save over $75, but it comes with a component that you need to pair the items. You can pair the headphones with the Recon3D, but by cable only, and I don't have the necessary cable to accomplish that.

Therefore, their pricing is extremely skewed, and the fact that you have to pay over $75 more for both items separately when you don't even get the necessary (""optional,"" as Creative says) component to get the full, wireless experience, make this customer a very unhappy one. Heck, I can't even get the full experience at all because the Tactic 3D Omega can't connect to the Recon3D unless I go out and buy the cable, let alone ""optional"" TacticLink, thus leaving me behind the full enjoying experience.

It's a shame because I defended the Omega in another review, but here's where it stops."
162012,1,This was one of the biggest let downs in gaming history for me. If I could do it again I would have went straight to torchlight 2 saving nearly $50.00
142767,1,"I picked up this turd new at a wholesale club for $10 last weekend. What a total piece of garbage and a complete waste of my hard earned money. The graphics are 1980's grade, the talking tracks are infantile and stupid, NO SAVE ability, a once you die you start over from the beginning format, and the horrid game play all contribute to this being one of the worse games for the Wii of all time. I don't even have the heart to give this to the GoodWill charity, it will be destroyed. Avoid at ALL costs."
442396,1,"Bored after 10 minutes, it's just not fun to play."
18370,1,"Well the game is good..... lots of players....but here are some cons............ lots of them.....
1) They walk like girls.
2) The weapons don't do anything.
3) They don't bleed. After all the beatings.
4) If you fall of the top rope or the hell in the cell. They will get  right back up. with out any damage.
5)The season is soooo boaring..... my cousins fell a sleep, when i was playing it.
6)Every time when micel cole interviews some one, after the interview he will srug like he has no idea of what the hell is going on.
AND I COULD GO ON.................
BUT LETS STOP..........CAUSE I AM TIERD OF TELLING THE TRUTH TO THE WORLD AND SAVING PEOPLE FROM THIS CRAP...... UR WELLCOME. :-)"
161157,1,"This game is completely broken.  The opening moments of this game was impressive versus the first Two Worlds but after you leave the first island, the glitches become way to appararent.  I was stuck underneath the map multiple times.  Glitched behind walls and the framerate was horrible.  It has a horrible menu interface that looks like something from 1998.  Crafting items is a great idea, but when you are using an outdated interface, you really don't want to bother.  There are better games out there that are better like Oblivion, Risen, and Risen 2.  If you get past these gamebreaking glitches, then good for you, cheers.  Wish I could rank this game 0 stars."
